run_at_pacific,post_id,account,series,ref,media_id,status,detail
2026-09-19T15:53:57.506951-07:00,bs-05-p3-en,threads,Blog Series EN,Blog 05 Part 3,18111583051855500,ok,
2026-09-19T15:53:57.506951-07:00,r2b-day-020,ig:growthwealth,Round 2b,Day 020,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 15:54:15 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""AAmLMVuQ3fgNr2YIQqUEh6u""}}"
2026-09-19T17:58:54.705249-07:00,r2-day-020,fb:543998318793132,Round 2,Day 020,,error,"page lookup failed: HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 17:58:54 PDT."",""type"":""OAuthException"",""c"
2026-09-19T17:58:54.705249-07:00,bs-05-p3-es,ig:ramonhouses,Blog Series ES,Blog 05 Part 3,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 17:58:54 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""AWVNgkukKDEpvARpTdQD5Qy""}}"
2026-09-19T17:58:54.705249-07:00,re-en-day-05,ig:ramonhouses,RE Single EN,Day 05,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 17:58:55 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""ACfoOejUHi3ZaBIrpIhBg3y""}}"
2026-09-19T17:58:54.705249-07:00,reel-es-w03a,ig:ramonhouses,Reel ES,w03a,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 17:58:55 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""AYHALconc_WL54ADAPxl_Z0""}}"
2026-09-19T17:58:54.705249-07:00,bs-05-p3-en,ig:ramonhouses,Blog Series EN,Blog 05 Part 3,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 17:58:55 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""A-UKXCPgCRtRrhZyqfnputn""}}"
2026-09-19T17:58:54.705249-07:00,r2b-day-020,ig:growthwealth,Round 2b,Day 020,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 17:58:55 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""AcFf2YDHX6iYPf-J9e-AL2A""}}"
2026-09-19T23:03:42.223722-07:00,r2-day-020,fb:543998318793132,Round 2,Day 020,,error,"page lookup failed: HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 23:03:42 PDT."",""type"":""OAuthException"",""c"
2026-09-19T23:03:42.223722-07:00,bs-05-p3-es,ig:ramonhouses,Blog Series ES,Blog 05 Part 3,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 23:03:42 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""AX_1TOc5Yu81PR4QU-bQZJ0""}}"
2026-09-19T23:03:42.223722-07:00,re-en-day-05,ig:ramonhouses,RE Single EN,Day 05,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 23:03:42 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""AW39xMpViBAb_gF-iUuSSVf""}}"
2026-09-19T23:03:42.223722-07:00,reel-es-w03a,ig:ramonhouses,Reel ES,w03a,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 23:03:42 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""ABuabiuMm3r__nQN_KnOJ3F""}}"
2026-09-19T23:03:42.223722-07:00,bs-05-p3-en,ig:ramonhouses,Blog Series EN,Blog 05 Part 3,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 23:03:42 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""Arodb-R5jF4WWAZfG3LmpEj""}}"
2026-09-19T23:03:42.223722-07:00,r2b-day-020,ig:growthwealth,Round 2b,Day 020,,error,"HTTP 400: {""error"":{""message"":""Error validating access token: Session has expired on Saturday, 19-Sep-26 10:00:00 PDT. The current time is Saturday, 19-Sep-26 23:03:42 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":463,""fbtrace_id"":""A8oxX6c9KTcwHind5NhebcX""}}"
